	MACE_pred	av_rating	sentence	worker_0	worker_1	worker_2	worker_3	worker_4	worker_5	worker_6	worker_7	round	batch	sent_id	disagree	agree	neutral
1411	neutral	0.0	To reduce carbon emissions, youâll accomplish a lot more by sorting paper and aluminum cans than by worrying about yogurt containers and half-eaten slices of pizza.	agrees	neutral	agrees	disagrees	neutral	disagrees	neutral	neutral	4	3	t14	0.001531403449371079	0.994594040530844	0.003874556019785011
1412	agrees	0.5	Changes in rain and snowfall patterns and melting glaciers are reducing water availability and quality in many regions.	neutral	agrees	agrees	disagrees	agrees	neutral	agrees	agrees	4	3	t15	0.0034436827523371453	0.9287575492351016	0.06779876801256135
1413	agrees	0.625	A third round of global bleaching is ravaging the worldâs coral reefs.	agrees	neutral	neutral	neutral	agrees	agrees	agrees	agrees	4	3	t16	0.0015705535621028653	0.0009963235510080822	0.9974331228868888
1414	agrees	0.75	By burning fossil fuels at a prodigious pace and pouring heat-trapping gases into the atmosphere, humanity is about to provoke an abrupt climate shift.	agrees	agrees	agrees	agrees	agrees	disagrees	agrees	agrees	4	3	t17	0.4505852573263972	0.4607606536046464	0.08865408906895653
1415	agrees	0.875	Throughout her career, the global lack of action to slow climate change had become an increasingly alarming issue.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	neutral	4	3	t18	0.006120244394709297	0.8846799946558707	0.10919976094942
1416	neutral	0.375	The surface temperatures of the Mediterranean Sea cooled rapidly during this time, severely reducing precipitation over the coasts.	neutral	neutral	disagrees	agrees	agrees	agrees	agrees	neutral	4	3	t19	0.003286025969312348	0.993187507611708	0.003526466418979665
1417	disagrees	-0.625	The scientists are wrong when they say global warming is real.	disagrees	disagrees	agrees	neutral	disagrees	disagrees	disagrees	disagrees	4	3	t2	0.1201252183938222	0.7887088068906543	0.09116597471552366
1418	neutral	0.0	U.s. carbon dioxide emissions dropped dramatically during Trumpâs first year in office.	neutral	disagrees	agrees	disagrees	neutral	agrees	neutral	neutral	4	3	t20	0.0019949052284411162	0.9960713585537572	0.0019337362178019047
1419	disagrees	-0.25	Science at this point cannot make the link between the specific greenhouse-gas emissions from, say, Kansas, and link it to the effect on a subset of polar bears or an individual polar bear in the Arctic region.	disagrees	disagrees	neutral	agrees	disagrees	neutral	neutral	neutral	4	3	t21	0.007928042415390064	0.059642969810123674	0.9324289877744864
1420	agrees	0.625	Continued global warming poses a risk of rapid, drastic changes in some human and natural systems.	agrees	agrees	agrees	disagrees	agrees	neutral	agrees	agrees	4	3	t22	0.005221054305309508	0.9355854565740818	0.05919348912060868
1421	neutral	0.375	Prosecutors may decide to investigate companies that chose to fund or join organizations that questioned climate science or policies designed to address the problem, such as the Global Climate Coalition and the American Legislative Exchange Council, to see if discrepancies exist between the companiesâ public and private statements.	neutral	neutral	agrees	agrees	neutral	agrees	neutral	neutral	4	3	t23	0.004062487823392165	0.8752160279302036	0.12072148424640425
1422	neutral	-0.125	The U.S. going back to the stone age will not do anything to stop global warming.	disagrees	neutral	neutral	neutral	neutral	agrees	neutral	disagrees	4	3	t24	0.002048473968512471	0.9959688992525731	0.0019826267789142967
1423	disagrees	-0.5	There is not one science or environment correspondent attached to any mainstream media publication prepared to do their due diligence on global warming scare stories.	disagrees	disagrees	agrees	agrees	disagrees	disagrees	disagrees	disagrees	4	3	t25	0.003591838374940003	0.9053349249014216	0.0910732367236383
1424	neutral	0.25	When liberals talk about the dire threat of global warming, liberalsâre actually seizing opportunistically on the issue.	agrees	disagrees	agrees	agrees	neutral	agrees	disagrees	neutral	4	3	t26	0.010114219333960915	0.3724068427856504	0.6174789378803888
1425	neutral	0.375	If we create the right environment for innovation, we can accelerate the pace of progress, develop and deploy new solutions, and eventually provide everyone with reliable, affordable energy that is carbon free.	neutral	neutral	agrees	agrees	neutral	agrees	neutral	neutral	4	3	t27	0.10472099818198713	0.009147162744716652	0.8861318390732963
1426	agrees	0.75	The United States of America has disproportionately contributed to the climate and ecological crises and to preventing a transition away from fossil fuels, and Americans thus bear an extraordinary responsibility to solve the crises.	agrees	agrees	agrees	agrees	agrees	disagrees	agrees	agrees	4	3	t28	0.6136697103667658	0.006421551339178797	0.37990873829405536
1427	agrees	0.75	Climate change is upon us and that the last thing we should do is double down on drilling for oil, especially in a national treasure like the Arctic refuge.	agrees	agrees	agrees	disagrees	agrees	agrees	agrees	agrees	4	3	t29	0.00256522695580637	0.994252319094672	0.003182453949521592
1428	neutral	-0.125	About one-third of the measuring stations in the team's global sample indicated cooling trends.	neutral	neutral	agrees	agrees	disagrees	disagrees	disagrees	neutral	4	3	t3	0.0016975758572411346	0.005397556991289198	0.9929048671514696
1429	agrees	1.0	Future storms will be slightly stronger because of global warming and sea level is rising faster than researchers once thought.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	4	3	t30	0.29419544910437795	0.00570618467053753	0.7000983662250844
1430	agrees	0.75	Sea temperatures are rising.	agrees	agrees	agrees	neutral	agrees	agrees	neutral	agrees	4	3	t31	0.9949731975127064	0.003174793109983457	0.001852009377310368
1431	disagrees	-0.25	Rising global temperatures are not necessarily a bad thing and humans have flourished during times of warming trends.	neutral	disagrees	agrees	disagrees	neutral	agrees	disagrees	disagrees	4	3	t32	0.4397867204157733	0.12890786364132795	0.4313054159428989
1432	agrees	0.875	The added burden of climate change, with climate change potentially negative effects on sea life, makes the establishment of refuges even more urgent.	agrees	agrees	agrees	agrees	agrees	neutral	agrees	agrees	4	3	t33	0.001659189115593321	0.005362939309655161	0.9929778715747516
1433	neutral	0.5	No more than one-third of proven reserves of fossil fuels can be consumed prior to 2050 unless carbon capture and storage technology is widely deployed.	neutral	neutral	agrees	agrees	agrees	neutral	neutral	agrees	4	3	t34	0.001975137904997521	0.996069375133511	0.0019554869614915207
1434	neutral	0.0	One-in-100 year floods are starting to happen every 50 years.	neutral	neutral	agrees	disagrees	neutral	disagrees	agrees	neutral	4	3	t35	0.0022373133784040124	0.9957814163374448	0.0019812702841511733
1435	agrees	0.5	The best place to begin is air travel, with its big carbon footprint.	agrees	neutral	agrees	neutral	agrees	disagrees	agrees	agrees	4	3	t36	0.0012008055465775405	0.99704307177764	0.0017561226757825048
1436	disagrees	-0.625	Climate scientists can't attribute a single weather event like the Chinese heat wave to man-made global warming.	neutral	disagrees	agrees	disagrees	disagrees	disagrees	disagrees	disagrees	4	3	t37	0.0036912565860800373	0.902747044312966	0.09356169910095401
1437	neutral	0.25	Solar activity has varied a bit while global temperature keeps going up.	neutral	neutral	neutral	neutral	agrees	agrees	neutral	neutral	4	3	t38	0.7376207100790935	0.00980543503365109	0.25257385488725553
1438	disagrees	-0.5	Humans are not to blame for global warming.	disagrees	disagrees	disagrees	neutral	disagrees	agrees	neutral	disagrees	4	3	t39	0.0013470345214893294	0.9959320452273116	0.0027209202511991448
1439	disagrees	-0.5	The alleged â consensus â behind the dangers of anthropogenic global warming is not nearly as settled among climate scientists as people imagine.	disagrees	neutral	neutral	neutral	disagrees	neutral	disagrees	disagrees	4	3	t4	0.0051628583686243006	0.38969152163170656	0.6051456199996691
1440	neutral	0.375	Representative Markey wants to subpoena the EPA for its failure to turn over documents related to global warming, including the EPA 's draft proposal to regulate greenhouse gas emissions.	neutral	neutral	agrees	agrees	neutral	agrees	neutral	neutral	4	3	t40	0.008501110301996863	0.09319790296862693	0.8983009867293762
1441	neutral	0.25	The fossil fuel industryâs tactics come straight out of the tobacco playbook.	neutral	neutral	agrees	disagrees	neutral	agrees	neutral	agrees	4	3	t41	0.005682652206459128	0.8955198922562337	0.09879745553730708
1442	agrees	0.75	A good year for sea ice in the Antarctic in no way nullifies the precipitous drop in Arctic sea-ice levels year after year â or the mounds of other evidence indicating global warming is really happening.	agrees	agrees	agrees	agrees	neutral	neutral	agrees	agrees	4	3	t42	0.9525708026308471	0.004595803932837847	0.042833393436314884
1443	agrees	0.75	Global warming can increase snowfall by boosting the amount of moisture in the air.	neutral	agrees	agrees	agrees	agrees	agrees	neutral	agrees	4	3	t43	0.003656844807725533	0.07894497940417798	0.9173981757880966
1444	neutral	0.375	The truth's very difficult to predict exactly how burning fossil fuels will impact the global climate.	neutral	neutral	agrees	agrees	neutral	agrees	neutral	neutral	4	3	t44	0.9138900966537216	0.0040305425150645975	0.08207936083121382
1445	agrees	0.75	Action is needed now to counter effects from a further rise in sea level.	agrees	agrees	agrees	neutral	agrees	neutral	agrees	agrees	4	3	t5	0.0015705319034433364	0.005256559758768011	0.9931729083377888
1446	agrees	0.875	Climate change is a global problem, and requires that the international community cooperate in its response.	agrees	agrees	neutral	agrees	agrees	agrees	agrees	agrees	4	3	t6	0.006462818876461635	0.11838572532909905	0.8751514557944392
1447	agrees	0.625	Seas in the region could rise five to six feet by 2100.	neutral	agrees	agrees	neutral	agrees	neutral	agrees	agrees	4	3	t7	0.003652675457138308	0.8997661957691331	0.09658112877372864
1448	neutral	-0.125	Alaskans have something of an appetite for a carbon tax.	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	neutral	4	3	t8	0.004706817699388018	0.7358425240726792	0.25945065822793273
1449	agrees	0.125	Climate-change skeptics earn mainstream adherents last year, as global temperatures hung perilously close to falling beneath even the lowest model projections.	neutral	disagrees	agrees	agrees	agrees	disagrees	disagrees	agrees	4	3	t9	0.001654562740902867	0.00543631898543571	0.9929091182736616
1450	disagrees	-1.0	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	4	4	s0			
1451	agrees	0.875	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	agrees	4	4	s1			
1452	neutral	0.0	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	4	4	s2			
1453	agrees	1.0	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	4	4	s3			
1454	neutral	0.0	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	4	4	s4			
1455	agrees	0.875	Some form of carbon capture and storage (or recycling) ultimately will be needed to counter global warming.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	neutral	4	4	t0	0.0011816494968868098	0.9886738561731776	0.0101444943299357
1456	neutral	-0.125	Averaged over the period, sea-surface temperatures in the eastern equatorial Pacific are cooler than normal.	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	neutral	4	4	t1	0.04277279751890088	0.0031251865216884896	0.9541020159594106
1457	neutral	0.0	The sea level used to be much higher, and that tsunamis over the years have washed more and more sand on the shore, which created natural layers that could give Mr. Sieh a clue towards the frequency of tsunamis over time.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	4	4	t10	0.002201060938438653	0.9267341050733188	0.0710648339882425
1458	agrees	0.625	There are natural ways to address the modern global warming problem.	neutral	agrees	agrees	agrees	agrees	neutral	agrees	neutral	4	4	t11	0.12695484572251442	0.041157612582105735	0.8318875416953798
1459	disagrees	-0.625	If the Keystone XL pipeline, which American environmentalists oppose, is not built, the oil would still be extracted at the same rate but would be shipped by rail, so building the pipeline would not increase carbon emissions significantly.	neutral	disagrees	neutral	disagrees	disagrees	disagrees	neutral	disagrees	4	4	t12	0.5881767157573489	0.005129672747426483	0.4066936114952247
1460	neutral	0.0	Many fossil-fuel companies have made similar contributions to such organizations and scientists over the years.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	4	4	t13	0.0020316566095667237	0.046236313719258564	0.9517320296711748
1461	neutral	0.0	It puts a little time back on the carbon clock.	neutral	neutral	neutral	neutral	disagrees	neutral	neutral	agrees	4	4	t14	0.9982200798138527	0.0010605110465092258	0.0007194091396379864
1462	neutral	-0.125	This extended absence of solar activity may have been partly responsible for the Little Ice Age in Europe, during which temperatures were colder by about 1.8 degrees F than they are today.	neutral	neutral	disagrees	disagrees	agrees	neutral	neutral	neutral	4	4	t15	0.0018304133318305738	0.9577696742164892	0.04039991245168023
1463	agrees	0.625	And ocean acidification, which comes from the added carbon absorbed by oceans, will harm marine life.	neutral	neutral	neutral	agrees	agrees	agrees	agrees	agrees	4	4	t16	0.2786082825593079	0.004955147950475222	0.7164365694902168
1464	neutral	0.375	Between 1982 and 1999, global net primary production â a key measure of plants 'carbon uptake â rose 6 percent, or roughly 3 percent per decade.	neutral	neutral	agrees	agrees	agrees	neutral	neutral	neutral	4	4	t17	0.003285733012781285	0.6583642577415298	0.3383500092456889
1465	agrees	0.875	If the natural sinks can't keep pace with the increased CO2 emissions, then the physical and biological impacts of global warming will accelerate over the next century.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	agrees	4	4	t18	0.0007360632028247249	0.0010896339484762988	0.9981743028486988
1466	disagrees	-0.625	Just how vacuous the global warming narrative has become.	neutral	neutral	neutral	disagrees	disagrees	disagrees	disagrees	disagrees	4	4	t19	0.003074493852971395	0.7617432144776228	0.2351822916694057
1467	agrees	0.75	We had just lived through the third consecutive year of the highest global temperatures on record and the lowest levels of Arctic ice.	agrees	neutral	agrees	agrees	agrees	neutral	agrees	agrees	4	4	t2	0.6804293869785932	0.004940240544663706	0.31463037247674297
1468	agrees	1.0	Global-warming-driven extreme weather events â droughts, floods and wildfires â are sharply on the rise and we are staring through the last window of time to mitigate climate change so that we can manage the impacts that are already unavoidable and avoid the impacts that will be terrifyingly unmanageable.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	4	4	t20	0.0007552384743969932	0.0011422496980630196	0.99810251182754
1469	agrees	0.25	Carbon dioxide has a fundamentally different mode of warming than natural climate change.	neutral	neutral	disagrees	agrees	agrees	agrees	neutral	neutral	4	4	t21	0.02644337352665872	0.033420763709304115	0.9401358627640372
1470	disagrees	-1.0	World temperatures have gone up only very slowly, less than half as fast as the scientific consensus predicted in 1990 when the global-warming scare began in earnest.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	4	4	t22	0.2105832243848292	0.04400049965633936	0.7454162759588314
1471	neutral	0.375	These new results will help us answer important questions in terms of both sea-level rise and how the planet's cold regions are responding to global change.	agrees	neutral	neutral	neutral	neutral	agrees	agrees	neutral	4	4	t23	0.0027785415059809115	0.8113946920436295	0.1858267664503896
1472	agrees	0.75	Separating waste by type is anything but fussy, especially in the age of climate change, when scientists have shown that global warming is producing wetter storms and contributing to more destructive storm surges, and could also be making some storms more powerful.	agrees	agrees	agrees	agrees	disagrees	agrees	agrees	agrees	4	4	t24	0.0034643445448995377	0.33177522220045264	0.6647604332546478
1473	agrees	0.5	Emissions of carbon dioxide would cause the planet to warm.	neutral	neutral	neutral	agrees	agrees	agrees	agrees	neutral	4	4	t25	0.0010491570555361367	0.9924327096941992	0.006518133250264912
1474	neutral	0.375	The White House is abdicating its leadership and taking a backseat to other countries in the global fight against climate change.	neutral	neutral	agrees	neutral	agrees	neutral	agrees	neutral	4	4	t26	0.7935085871667458	0.0045934042185372895	0.20189800861471688
1475	disagrees	-1.0	Environmental-extremist scientists have tampered with the raw data by adding an imagined (and imaginary) âglobal isostatic adjustmentâ, torturing the data until they show a rate of sea-level rise that has not in reality occurred.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	4	4	t27	0.0004903700405776702	0.9990206207352756	0.0004890092241468118
1476	agrees	0.625	Countries would recognize the dangers of continuing to dig up and burn the worldâs fossil fuels.	agrees	neutral	neutral	agrees	agrees	agrees	agrees	neutral	4	4	t28	0.06304127945723169	0.4479036209093973	0.489055099633371
1477	disagrees	-1.0	Carrying a climate agenda even further, through measures like a carbon tax on gasoline, natural gas and other products, would hurt ordinary Washingtonians.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	4	4	t29	0.9981765122562302	0.0010998165903500414	0.0007236711534198897
1478	neutral	-0.125	Global warming was much more of an abstraction to New York City until two years ago.	disagrees	disagrees	neutral	neutral	agrees	neutral	neutral	neutral	4	4	t3	0.00349870976570043	0.4552890015765472	0.5412122886577524
1479	neutral	-0.375	Scientists disagreed on whether global warming is happening.	disagrees	neutral	disagrees	neutral	neutral	neutral	disagrees	neutral	4	4	t30	0.012825010211054595	0.9860666035045036	0.0011083862844416764
1480	agrees	0.375	Even if countries slammed the brakes on emissions today, the climate would continue to warm because carbon dioxide remains in the atmosphere for centuries.	neutral	neutral	agrees	agrees	disagrees	agrees	agrees	neutral	4	4	t31	0.0032429238029007146	0.6585341857527984	0.3382228904443008
1481	neutral	0.375	Now we've got to move away from coal and all the other fossil fuels, but I don't want to move away from the people who did the best they could to produce the energy that we relied on.	agrees	agrees	disagrees	neutral	agrees	neutral	neutral	agrees	4	4	t32	0.003391835845410109	0.3608067750092634	0.6358013891453264
1482	neutral	0.375	Global warming might become a problem.	agrees	neutral	neutral	neutral	agrees	agrees	neutral	neutral	4	4	t33	0.9982354149886488	0.001060214121185626	0.0007043708901656884
1483	neutral	0.0	Economic success has historically been closely linked to the use of fossil fuels.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	4	4	t34	0.0027714545077137344	0.8510513294097432	0.1461772160825432
1484	agrees	0.875	Heat waves in recent years have become more intense, a consequence of global warming.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	agrees	4	4	t35	0.9981626063099098	0.001112973903570642	0.0007244197865194067
1485	agrees	0.5	If global average temperatures reach 1.6 degrees C (2.9 degrees F.) above preindustrial levels, the iconic ice sheet probably will tip toward irreversible loss.	agrees	neutral	neutral	agrees	agrees	agrees	neutral	neutral	4	4	t36	0.4016188738701195	0.005073967992467375	0.5933071581374132
1486	agrees	0.75	Britain should help lead the global response to climate change.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	neutral	4	4	t37	0.03537710425391222	0.7715765511628805	0.19304634458320727
1487	neutral	0.0	Snow and ice is going to be frozen in place.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	4	4	t38	0.06250265483415089	0.4916691890839754	0.4458281560818737
1488	disagrees	-1.0	Two of climate alarmists favorite bellwethers of global warming doom Greenland and the South Pole, are cooling not warming.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	4	4	t39	0.003387903075488443	0.3444541830840261	0.6521579138404854
1489	disagrees	-0.5	Antarctica was once a lush, green continent, icing over only in the past 35 million years, amid a general cooling of the worldâs climate.	disagrees	neutral	neutral	disagrees	disagrees	disagrees	neutral	neutral	4	4	t4	0.0007501631008315907	0.001089999634944438	0.9981598372642242
1490	agrees	0.75	The vulnerability of the gauges comes in part from the continuing rise of the sea, which is believed to be caused largely by human emissions of greenhouse gases.	agrees	neutral	agrees	agrees	neutral	agrees	agrees	agrees	4	4	t40	0.0010377416311476225	0.9922783306068108	0.006683927762041557
1491	agrees	0.375	Reducing carbon emissions would also reduce airborne hazards like mercury and ozone.	neutral	neutral	neutral	agrees	agrees	agrees	neutral	neutral	4	4	t41	0.0034356365565815067	0.6037826139332362	0.39278174951018224
1492	neutral	-0.125	The Arctic had the power to put the United States into a deep freeze if you read the Associated Press story published in mid-December.	disagrees	neutral	neutral	neutral	neutral	neutral	neutral	neutral	4	4	t42	0.0018508661140572433	0.9568254347244256	0.04132369916151708
1493	agrees	0.25	Together, we've held our carbon emissions to levels not seen in about 20 years.	neutral	agrees	neutral	agrees	disagrees	agrees	neutral	neutral	4	4	t43	0.0007702020194520483	0.0011508051386317304	0.9980789928419164
1494	disagrees	-1.0	There is no real-world evidence that supports man-made global warming theory.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	4	4	t44	0.9982215653069006	0.001074175883358515	0.0007042588097407375
1495	neutral	0.125	Methane, the chief component of natural gas, is a powerful greenhouse gas in the short term, with more than 80 times the effect of carbon dioxide in its first 20 years in the atmosphere.	neutral	neutral	neutral	agrees	neutral	neutral	neutral	neutral	4	4	t5	0.0018256138895502297	0.9596021522262156	0.03857223388423427
1496	disagrees	-1.0	The hurricane isnât âentirely a product of climate changeâ and severe weather has existed for eons before fossil fuels were used.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	4	4	t6	0.003390584348218205	0.3686151020728641	0.6279943135789178
1497	agrees	0.75	Global warming may be contributing to huge fissures on Fuji 's slopes, prone to erosion and landslides.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	neutral	4	4	t7	0.03387070066743035	0.002976189287983847	0.9631531100445858
1498	neutral	-0.375	Global climate change falls outside of the scope of NEPA, so the guidance has no legal basisâ particularly since Goldfuss, the acting head of the CEQ, has not been confirmed by the Senate.	neutral	neutral	neutral	disagrees	disagrees	neutral	neutral	disagrees	4	4	t8	0.04066635809066434	0.4110663063077649	0.5482673356015708
1499	agrees	0.5	New farming techniques will put some of that carbon back into the ground and help stem the rising tide of global warming.	neutral	neutral	neutral	agrees	agrees	agrees	agrees	neutral	4	4	t9	0.9981719759728588	0.0010891653905345557	0.0007388586366065393
1500	disagrees	-1.0	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	4	5	s0			
1501	agrees	0.5	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	neutral	agrees	agrees	agrees	neutral	neutral	agrees	neutral	4	5	s1			
1502	neutral	0.0	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	4	5	s2			
1503	agrees	1.0	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	4	5	s3			
1504	neutral	0.0	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	4	5	s4			
1505	neutral	0.375	Countries like China and India, which rank among the top greenhouse gas emitters globally, and are plagued by worsening air pollution, have shown growing interest in sustainable, environmentally friendly buildings.	neutral	agrees	agrees	neutral	agrees	neutral	neutral	neutral	4	5	t0	0.0032736726345139236	0.3503702125887797	0.6463561147767063
1506	disagrees	-0.5	The global warming agenda is a loser for them with the American people.	agrees	disagrees	disagrees	neutral	disagrees	disagrees	disagrees	neutral	4	5	t1	0.9156800359646328	0.010448233861951513	0.07387173017341565
1507	disagrees	-0.25	The Earth probably last had this much carbon dioxide in the atmosphere at least a few million years ago, when sea levels are higher.	disagrees	disagrees	agrees	neutral	disagrees	disagrees	agrees	neutral	4	5	t10	0.00040362154829716435	0.00047036899240381405	0.999126009459299
1508	neutral	-0.375	It provides a physical basis for the current global mean temperature leveling off, while at the same time, points to this equatorial cold tongue as being the major driver for that.	neutral	neutral	disagrees	neutral	disagrees	neutral	disagrees	neutral	4	5	t11	0.6013957028045027	0.07399773384274594	0.3246065633527513
1509	agrees	0.625	The steady retreat of sea ice sea ice may have a residual effect on all sorts of other things, like the ice covering Greenland or storms in New England.	neutral	agrees	agrees	neutral	agrees	agrees	agrees	neutral	4	5	t12	0.0021616222033713738	0.922395149014242	0.07544322878238653
1510	disagrees	-0.75	The impact of urban heat on rising global average temperatures is tiny.	disagrees	neutral	disagrees	disagrees	disagrees	neutral	disagrees	disagrees	4	5	t13	0.002527143180709835	0.8728825834034439	0.12459027341584628
1511	neutral	-0.125	Alternative-energy technologies will not advance and ignore jobs that might be created in new low-carbon industries.	disagrees	disagrees	agrees	neutral	neutral	neutral	neutral	neutral	4	5	t14	0.0028522893804709282	0.1865096076382684	0.8106381029812606
1512	agrees	0.875	De-carbonization is not happening fast enough.	neutral	agrees	agrees	agrees	agrees	agrees	agrees	agrees	4	5	t15	0.0020960080277420234	0.9229037947441914	0.07500019722806657
1513	disagrees	-0.375	The findings will infuriate environmental campaigners who argue by 2030 we could be facing increased sea levels and flooding due to glacial melt at the poles.	disagrees	disagrees	disagrees	neutral	disagrees	agrees	neutral	neutral	4	5	t16	0.0009891879166451217	0.9913304587718008	0.007680353311554011
1514	disagrees	-0.75	Fossil fuels are the moral choice for the developing world.	disagrees	disagrees	disagrees	disagrees	neutral	disagrees	neutral	disagrees	4	5	t17	0.6146655110729078	0.003341180818075239	0.3819933081090169
1515	neutral	0.25	The court is sensitive to the plaintiff 's arguments for a strong mechanism to combat the effects of global climate change.	neutral	neutral	agrees	neutral	agrees	neutral	neutral	neutral	4	5	t18	0.6812040855235642	0.18930475054398596	0.1294911639324499
1516	disagrees	-0.625	Alarmists about global warming are trying to gain more power over the economy and our lives.	agrees	disagrees	disagrees	disagrees	disagrees	neutral	disagrees	disagrees	4	5	t19	0.44182704657765576	0.003482760871671943	0.5546901925506723
1517	neutral	0.0	The researchers are testing more sophisticated computer models to better understand the effects of stronger storms and increasing pollution on global weather patterns.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	4	5	t2	0.002525978149853964	0.8677536386472123	0.12972038320293358
1518	disagrees	-1.0	The global warming scare has little to do with science.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	4	5	t20	0.9499965908806476	0.0018333901664470734	0.048170018952905284
1519	agrees	0.875	The collapse of sea ice is already forcing entire communities to relocate.	agrees	agrees	agrees	agrees	agrees	neutral	agrees	agrees	4	5	t21	0.10290766285244188	0.02190319131252429	0.8751891458350337
1520	agrees	0.5	During the past 15 years, the retreat of summer sea ice has led to a 5 percent increase in the amount of energy the Arctic Ocean has taken up.	agrees	agrees	agrees	neutral	neutral	neutral	agrees	neutral	4	5	t22	0.0007175350668820468	0.9963524231843556	0.0029300417487622622
1521	agrees	0.75	Global warming is real, because the rise of terrorism tracks with their â adjusted â climate data.	neutral	agrees	agrees	agrees	agrees	agrees	agrees	neutral	4	5	t23	0.6373946197030057	0.02186833382587742	0.3407370464711169
1522	neutral	0.125	It is important to emphasize the distinction between pollutants and carbon dioxide, a naturally occurring component of the earthâs atmosphere.	disagrees	neutral	neutral	neutral	agrees	agrees	neutral	neutral	4	5	t24	0.8653206090016285	0.002518256373423368	0.13216113462494805
1523	neutral	0.0	The auto industry is on the cusp of redefining its relationship with fossil fuels and is on its way to becoming more of a mainstream concept.	disagrees	neutral	agrees	neutral	neutral	neutral	neutral	neutral	4	5	t25	0.002271605252855924	0.0950038076198447	0.9027245871272992
1524	agrees	1.0	Global warming is having an impact now.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	4	5	t26	0.9883512150356636	0.005538800820899089	0.006109984143437191
1525	agrees	0.75	The poorest people in the world, who have had virtually nothing to do with causing global warming, will be high on the list of victims as climatic disruptions intensify.	agrees	agrees	neutral	agrees	agrees	neutral	agrees	agrees	4	5	t27	0.9991148622005912	0.00046877644669104685	0.000416361352717652
1526	neutral	-0.25	Dealing with global warming is more akin to buying an insurance policy.	disagrees	neutral	neutral	disagrees	neutral	agrees	neutral	disagrees	4	5	t28	0.000830528897696915	0.9946787786421619	0.004490692460141033
1527	agrees	0.5	This target would see us doing our bit in limiting global warming to less than 2 degrees Celsius.	neutral	agrees	agrees	agrees	agrees	disagrees	agrees	neutral	4	5	t29	0.003343104291261816	0.5259423322796614	0.4707145634290769
1528	disagrees	-0.125	Global warming would open stretches of the Arctic Ocean to shipping and drilling.	agrees	disagrees	agrees	neutral	neutral	neutral	disagrees	disagrees	4	5	t3	0.001416394304455226	0.9739053416940412	0.024678264001503542
1529	neutral	0.0	Exxon Mobilâs senior leaders and board decided to go forward with their political activities even though they had been briefed extensively on the risks of global warming by the companyâs own scientists.	neutral	agrees	disagrees	neutral	agrees	disagrees	neutral	neutral	4	5	t30	0.013112989143376738	0.10981381792925066	0.8770731929273726
1530	agrees	0.5	The combination of the warm ocean and the effects of waves on these glaciers may increase the rate of loss of glacial ice.	agrees	neutral	neutral	neutral	agrees	agrees	agrees	neutral	4	5	t31	0.007108794758429955	0.01122813102083954	0.9816630742207304
