271249,"""If we can't see the downside of spending that money"" as a short-term fix after a disaster ""and risking lives for all the changes that are taking place — to agriculture, to our communities, the ocean and so forth, we're ignoring what science is telling us,"" Kerry said.",what science is telling us,2
26273,"The framework that we have is a framework that’s supposed to address local and regional air pollutants, not in my estimation, based upon those who amended the Clean Air Act in 1990, this phenomenon that people describe as the greenhouse gas effect,” he said.","The framework that we have is a framework that ’s supposed to address local and regional air pollutants , not in my estimation , based upon those who amended the Clean Air Act in 1990 , this phenomenon that people describe as the greenhouse gas effect",2
242778,"The ballot initiative would suspend AB 32 until the state has four consecutive quarters of 5.5 percent or less unemployment, a standard proponents say will permanently kill the measure.",The ballot initiative would suspend AB 32 until the state has four consecutive quarters of 5.5 percent or less unemployment,3
133951,"The problem is, there will have to be monitoring of — are these investments real?",are these investments real,3
271403,"We are heading for environmental disaster unless we change our habits quickly,"" only 57.3% of the respondents in the U.S. said that they agree.",that they agree,3
258445,"Eventually they would have a child, Kim agreed after some lobbying.",Eventually they would have a child,3
245117,"  (Credit: NASA)  No, you&aposre not looking at a strange alien planet or the Earth through an Instagram filter – this orange glow is known as an airglow, courtesy of NASA.","No , you&aposre not looking at a strange alien planet or the Earth through an Instagram filter  ",2
121915,They insist that we’re rocking the boat unnecessarily.,that we ’re rocking the boat unnecessarily,3
129674,"''The world is already feeling the powerful effects of global warming,'' the text of the speech set for today said, ''and far more dire consequences are predicted if we let the growing deluge of greenhouse gas emissions continue, and wreak havoc with God's creation.''",the growing deluge of greenhouse gas emissions continue,0
168769,"The Lima agreement also encourages countries to come up with ways to help poorer nations adapt to the impacts of global warming, like sea-level rise or droughts.","poorer nations adapt to the impacts of global warming , like sea - level rise or droughts",0
239248,"MIKE BURKE: This is, you know, the concept of a climate debt, that the United States and other wealthy nations owe a debt to African nations and other developing nations?",that the United States and other wealthy nations owe a debt to African nations and other developing nations,3
26804,"“The central pressure of an area of low pressure (winter storm) must drop at least 24 millibars in 24 hours to qualify,” Fox News’ Senior Meteorologist Janice Dean said Wednesday.",The central pressure of an area of low pressure ( winter storm ) must drop at least 24 millibars in 24 hours to qualify,3
232896,"So, you know, from —-  AMY GOODMAN: Of course, the Republican delegates on the floor of the convention were all wearing the hardhats that said “Drill now.” And Governor Palin has said that -— what is drilling in 2,000-mile swath of 20 million — what is it — acres of — when she’s talking about the Arctic National Wildlife Refuge.","that - — what is drilling in 2,000-mile swath of 20 million — what is it — acres of —",3
4986,"""There's no longer any serious doubt that climate change is real, accelerating, and caused by human activities,"" Clinton said, calling President Bush's policy ""flat wrong"" on global warming.","There 's no longer any serious doubt that climate change is real , accelerating , and caused by human activities",0
159282,"“There was definitely a sense that everybody was thinking, we wished we’d gotten it approved prior to the change of the guard,” Goodbar said.",it approved prior to the change of the guard,3
277141,"Yet they are also a cheap, effective way of blunting climate change that could potentially be replicated thousands of times over, from Wyoming to Siberia, energy experts say.","Yet they are also a cheap , effective way of blunting climate change that could potentially be replicated thousands of times over , from Wyoming to Siberia",0
76905,"No one wants to see polar bears drown, coastal cities flood, or millions of people starve, but the idea reducing our carbon dioxide emissions, and by a relatively insignificant amount compared to global emissions, will have any real influence on global temperature is pure, unadulterated fantasy.",polar bears drown,0
262731,"""It sounds like the right hand doesn't know what the far right hand is doing,"" he said.",what the far right hand is doing,3
52669,What he did was he read from a hand transcription of an email that one of his staffers had been allowed to look at but not use as part of the record and hearing.,he read from a hand transcription of an email that one of his staffers had been allowed to look at but not use as part of the record and hearing,3
164864,"We are left concluding that the speed of such cooling may affect the rate and pattern of biological evolution on any potentially habitable planet.""",that the speed of such cooling may affect the rate and pattern of biological evolution on any potentially habitable planet,1
251411,"“We have got some new evidence here that human influence on climate has changed the risk, and has changed the risk enough that we can detect it,” said Peter Stott of the UK Met Office.","We have got some new evidence here that human influence on climate has changed the risk , and has changed the risk enough that we can detect it",0
85994,"Based on the record of the last seven years, we can take it for granted that the Bush Administration hasn’t the slightest desire to glance down; that no one in FEMA who matters has given the situation the thought it deserves; and that, on this subject, as on so many others, top Administration officials are just hoping to make it to January 2009 without too many more scar marks.","Based on the record of the last seven years , we can take it for granted that the Bush Administration has n’t the slightest desire to glance down",3
277476,"""Tiny rubber boats fighting big boats is out of date now,"" said Lucas Reijnders, an environmental-studies professor at Amsterdam University.",Tiny rubber boats fighting big boats is out of date now,3
