	worker_indices	worker_unique_ids	question_indices	ratings	guid	worker_group
10225	271	round4_batch3_worker7	1263	2	4_3_t28	7
10226	271	round4_batch3_worker7	1268	2	4_3_t33	7
10227	271	round4_batch3_worker7	1264	2	4_3_t29	7
10228	271	round4_batch3_worker7	1237	0	4_3_t2	7
10229	271	round4_batch3_worker7	1273	1	4_3_t38	7
10230	271	round4_batch3_worker7	1242	2	4_3_t7	7
10231	271	round4_batch3_worker7	1271	2	4_3_t36	7
10232	271	round4_batch3_worker7	1279	1	4_3_t44	7
10233	271	round4_batch3_worker7	1260	0	4_3_t25	7
10234	271	round4_batch3_worker7	1269	2	4_3_t34	7
10235	271	round4_batch3_worker7	1248	2	4_3_t13	7
10236	271	round4_batch3_worker7	1244	2	4_3_t9	7
10237	271	round4_batch3_worker7	1259	0	4_3_t24	7
10238	271	round4_batch3_worker7	1276	2	4_3_t41	7
10239	271	round4_batch3_worker7	1238	1	4_3_t3	7
10240	272	round4_batch4_worker0	1323	1	4_4_t43	0
10241	272	round4_batch4_worker0	1299	1	4_4_t19	0
10242	272	round4_batch4_worker0	1315	2	4_4_t35	0
10243	272	round4_batch4_worker0	1292	1	4_4_t12	0
10244	272	round4_batch4_worker0	1293	1	4_4_t13	0
10245	272	round4_batch4_worker0	1300	2	4_4_t20	0
10246	272	round4_batch4_worker0	1324	0	4_4_t44	0
10247	272	round4_batch4_worker0	1294	1	4_4_t14	0
10248	272	round4_batch4_worker0	1296	1	4_4_t16	0
10249	272	round4_batch4_worker0	1295	1	4_4_t15	0
10250	272	round4_batch4_worker0	1312	2	4_4_t32	0
10251	272	round4_batch4_worker0	1302	0	4_4_t22	0
10252	272	round4_batch4_worker0	1281	1	4_4_t1	0
10253	272	round4_batch4_worker0	1280	2	4_4_t0	0
10254	272	round4_batch4_worker0	1285	1	4_4_t5	0
10255	272	round4_batch4_worker0	1298	2	4_4_t18	0
10256	272	round4_batch4_worker0	1317	2	4_4_t37	0
10257	272	round4_batch4_worker0	1284	0	4_4_t4	0
10258	272	round4_batch4_worker0	1290	1	4_4_t10	0
10259	272	round4_batch4_worker0	1320	2	4_4_t40	0
10260	272	round4_batch4_worker0	1282	2	4_4_t2	0
10261	272	round4_batch4_worker0	1288	1	4_4_t8	0
10262	272	round4_batch4_worker0	1307	0	4_4_t27	0
10263	272	round4_batch4_worker0	1316	2	4_4_t36	0
10264	272	round4_batch4_worker0	1289	1	4_4_t9	0
10265	272	round4_batch4_worker0	1283	0	4_4_t3	0
10266	272	round4_batch4_worker0	1318	1	4_4_t38	0
10267	272	round4_batch4_worker0	1311	1	4_4_t31	0
10268	272	round4_batch4_worker0	1301	1	4_4_t21	0
10269	272	round4_batch4_worker0	1313	2	4_4_t33	0
10270	272	round4_batch4_worker0	1321	1	4_4_t41	0
10271	272	round4_batch4_worker0	1310	0	4_4_t30	0
10272	272	round4_batch4_worker0	1319	0	4_4_t39	0
10273	272	round4_batch4_worker0	1305	1	4_4_t25	0
10274	272	round4_batch4_worker0	1308	2	4_4_t28	0
10275	272	round4_batch4_worker0	1314	1	4_4_t34	0
10276	272	round4_batch4_worker0	1309	0	4_4_t29	0
10277	272	round4_batch4_worker0	1297	1	4_4_t17	0
10278	272	round4_batch4_worker0	1286	0	4_4_t6	0
10279	272	round4_batch4_worker0	1287	2	4_4_t7	0
10280	272	round4_batch4_worker0	1291	1	4_4_t11	0
10281	272	round4_batch4_worker0	1304	2	4_4_t24	0
10282	272	round4_batch4_worker0	1306	1	4_4_t26	0
10283	272	round4_batch4_worker0	1303	2	4_4_t23	0
10284	272	round4_batch4_worker0	1322	0	4_4_t42	0
10285	273	round4_batch4_worker1	1290	1	4_4_t10	1
10286	273	round4_batch4_worker1	1316	1	4_4_t36	1
10287	273	round4_batch4_worker1	1287	1	4_4_t7	1
10288	273	round4_batch4_worker1	1313	1	4_4_t33	1
10289	273	round4_batch4_worker1	1314	1	4_4_t34	1
10290	273	round4_batch4_worker1	1294	1	4_4_t14	1
10291	273	round4_batch4_worker1	1322	1	4_4_t42	1
10292	273	round4_batch4_worker1	1283	0	4_4_t3	1
10293	273	round4_batch4_worker1	1324	0	4_4_t44	1
10294	273	round4_batch4_worker1	1293	1	4_4_t13	1
10295	273	round4_batch4_worker1	1306	1	4_4_t26	1
10296	273	round4_batch4_worker1	1317	1	4_4_t37	1
10297	273	round4_batch4_worker1	1299	1	4_4_t19	1
10298	273	round4_batch4_worker1	1321	1	4_4_t41	1
10299	273	round4_batch4_worker1	1315	1	4_4_t35	1
10300	273	round4_batch4_worker1	1323	2	4_4_t43	1
10301	273	round4_batch4_worker1	1309	0	4_4_t29	1
10302	273	round4_batch4_worker1	1318	1	4_4_t38	1
10303	273	round4_batch4_worker1	1312	2	4_4_t32	1
10304	273	round4_batch4_worker1	1311	1	4_4_t31	1
10305	273	round4_batch4_worker1	1303	1	4_4_t23	1
10306	273	round4_batch4_worker1	1302	0	4_4_t22	1
10307	273	round4_batch4_worker1	1296	1	4_4_t16	1
10308	273	round4_batch4_worker1	1308	1	4_4_t28	1
10309	273	round4_batch4_worker1	1285	1	4_4_t5	1
10310	273	round4_batch4_worker1	1281	1	4_4_t1	1
10311	273	round4_batch4_worker1	1310	1	4_4_t30	1
10312	273	round4_batch4_worker1	1289	1	4_4_t9	1
10313	273	round4_batch4_worker1	1300	2	4_4_t20	1
10314	273	round4_batch4_worker1	1295	1	4_4_t15	1
10315	273	round4_batch4_worker1	1305	1	4_4_t25	1
10316	273	round4_batch4_worker1	1297	1	4_4_t17	1
10317	273	round4_batch4_worker1	1292	0	4_4_t12	1
10318	273	round4_batch4_worker1	1301	1	4_4_t21	1
10319	273	round4_batch4_worker1	1288	1	4_4_t8	1
10320	273	round4_batch4_worker1	1280	2	4_4_t0	1
10321	273	round4_batch4_worker1	1320	1	4_4_t40	1
10322	273	round4_batch4_worker1	1319	0	4_4_t39	1
10323	273	round4_batch4_worker1	1307	0	4_4_t27	1
10324	273	round4_batch4_worker1	1284	1	4_4_t4	1
10325	273	round4_batch4_worker1	1291	2	4_4_t11	1
10326	273	round4_batch4_worker1	1304	2	4_4_t24	1
10327	273	round4_batch4_worker1	1282	1	4_4_t2	1
10328	273	round4_batch4_worker1	1286	0	4_4_t6	1
10329	273	round4_batch4_worker1	1298	1	4_4_t18	1
10330	274	round4_batch4_worker2	1289	1	4_4_t9	2
10331	274	round4_batch4_worker2	1310	0	4_4_t30	2
10332	274	round4_batch4_worker2	1301	0	4_4_t21	2
10333	274	round4_batch4_worker2	1305	1	4_4_t25	2
10334	274	round4_batch4_worker2	1286	0	4_4_t6	2
10335	274	round4_batch4_worker2	1312	0	4_4_t32	2
10336	274	round4_batch4_worker2	1295	0	4_4_t15	2
10337	274	round4_batch4_worker2	1283	1	4_4_t3	2
10338	274	round4_batch4_worker2	1302	0	4_4_t22	2
10339	274	round4_batch4_worker2	1318	1	4_4_t38	2
10340	274	round4_batch4_worker2	1287	2	4_4_t7	2
10341	274	round4_batch4_worker2	1322	1	4_4_t42	2
10342	274	round4_batch4_worker2	1294	1	4_4_t14	2
10343	274	round4_batch4_worker2	1314	1	4_4_t34	2
10344	274	round4_batch4_worker2	1304	2	4_4_t24	2
10345	274	round4_batch4_worker2	1285	1	4_4_t5	2
10346	274	round4_batch4_worker2	1297	2	4_4_t17	2
10347	274	round4_batch4_worker2	1324	0	4_4_t44	2
10348	274	round4_batch4_worker2	1309	0	4_4_t29	2
10349	274	round4_batch4_worker2	1303	1	4_4_t23	2
10350	274	round4_batch4_worker2	1316	1	4_4_t36	2
10351	274	round4_batch4_worker2	1311	2	4_4_t31	2
10352	274	round4_batch4_worker2	1300	2	4_4_t20	2
10353	274	round4_batch4_worker2	1284	1	4_4_t4	2
10354	274	round4_batch4_worker2	1291	2	4_4_t11	2
10355	274	round4_batch4_worker2	1320	2	4_4_t40	2
10356	274	round4_batch4_worker2	1323	1	4_4_t43	2
10357	274	round4_batch4_worker2	1292	1	4_4_t12	2
10358	274	round4_batch4_worker2	1306	2	4_4_t26	2
10359	274	round4_batch4_worker2	1299	1	4_4_t19	2
10360	274	round4_batch4_worker2	1290	1	4_4_t10	2
10361	274	round4_batch4_worker2	1293	1	4_4_t13	2
10362	274	round4_batch4_worker2	1321	1	4_4_t41	2
10363	274	round4_batch4_worker2	1319	0	4_4_t39	2
10364	274	round4_batch4_worker2	1296	1	4_4_t16	2
10365	274	round4_batch4_worker2	1288	1	4_4_t8	2
10366	274	round4_batch4_worker2	1317	2	4_4_t37	2
10367	274	round4_batch4_worker2	1280	2	4_4_t0	2
10368	274	round4_batch4_worker2	1298	2	4_4_t18	2
10369	274	round4_batch4_worker2	1281	1	4_4_t1	2
10370	274	round4_batch4_worker2	1307	0	4_4_t27	2
10371	274	round4_batch4_worker2	1313	1	4_4_t33	2
10372	274	round4_batch4_worker2	1315	2	4_4_t35	2
10373	274	round4_batch4_worker2	1282	2	4_4_t2	2
10374	274	round4_batch4_worker2	1308	1	4_4_t28	2
10375	275	round4_batch4_worker3	1311	2	4_4_t31	3
10376	275	round4_batch4_worker3	1297	2	4_4_t17	3
10377	275	round4_batch4_worker3	1308	2	4_4_t28	3
10378	275	round4_batch4_worker3	1304	2	4_4_t24	3
10379	275	round4_batch4_worker3	1319	0	4_4_t39	3
10380	275	round4_batch4_worker3	1314	1	4_4_t34	3
10381	275	round4_batch4_worker3	1296	2	4_4_t16	3
10382	275	round4_batch4_worker3	1309	0	4_4_t29	3
10383	275	round4_batch4_worker3	1310	1	4_4_t30	3
10384	275	round4_batch4_worker3	1283	1	4_4_t3	3
10385	275	round4_batch4_worker3	1316	2	4_4_t36	3
10386	275	round4_batch4_worker3	1281	1	4_4_t1	3
10387	275	round4_batch4_worker3	1315	2	4_4_t35	3
10388	275	round4_batch4_worker3	1288	0	4_4_t8	3
10389	275	round4_batch4_worker3	1289	2	4_4_t9	3
10390	275	round4_batch4_worker3	1302	0	4_4_t22	3
10391	275	round4_batch4_worker3	1303	1	4_4_t23	3
10392	275	round4_batch4_worker3	1291	2	4_4_t11	3
10393	275	round4_batch4_worker3	1312	1	4_4_t32	3
10394	275	round4_batch4_worker3	1313	1	4_4_t33	3
10395	275	round4_batch4_worker3	1292	0	4_4_t12	3
10396	275	round4_batch4_worker3	1290	1	4_4_t10	3
10397	275	round4_batch4_worker3	1300	2	4_4_t20	3
10398	275	round4_batch4_worker3	1320	2	4_4_t40	3
10399	275	round4_batch4_worker3	1287	2	4_4_t7	3
10400	275	round4_batch4_worker3	1285	2	4_4_t5	3
10401	275	round4_batch4_worker3	1321	2	4_4_t41	3
10402	275	round4_batch4_worker3	1286	0	4_4_t6	3
10403	275	round4_batch4_worker3	1280	2	4_4_t0	3
10404	275	round4_batch4_worker3	1323	2	4_4_t43	3
10405	275	round4_batch4_worker3	1282	2	4_4_t2	3
10406	275	round4_batch4_worker3	1299	0	4_4_t19	3
10407	275	round4_batch4_worker3	1298	2	4_4_t18	3
10408	275	round4_batch4_worker3	1324	0	4_4_t44	3
10409	275	round4_batch4_worker3	1305	2	4_4_t25	3
10410	275	round4_batch4_worker3	1318	1	4_4_t38	3
10411	275	round4_batch4_worker3	1293	1	4_4_t13	3
10412	275	round4_batch4_worker3	1294	1	4_4_t14	3
10413	275	round4_batch4_worker3	1301	2	4_4_t21	3
10414	275	round4_batch4_worker3	1317	2	4_4_t37	3
10415	275	round4_batch4_worker3	1284	0	4_4_t4	3
10416	275	round4_batch4_worker3	1307	0	4_4_t27	3
10417	275	round4_batch4_worker3	1306	1	4_4_t26	3
10418	275	round4_batch4_worker3	1322	1	4_4_t42	3
10419	275	round4_batch4_worker3	1295	0	4_4_t15	3
10420	276	round4_batch4_worker4	1318	1	4_4_t38	4
10421	276	round4_batch4_worker4	1281	1	4_4_t1	4
10422	276	round4_batch4_worker4	1283	2	4_4_t3	4
10423	276	round4_batch4_worker4	1288	0	4_4_t8	4
10424	276	round4_batch4_worker4	1285	1	4_4_t5	4
10425	276	round4_batch4_worker4	1298	2	4_4_t18	4
10426	276	round4_batch4_worker4	1321	2	4_4_t41	4
10427	276	round4_batch4_worker4	1304	0	4_4_t24	4
10428	276	round4_batch4_worker4	1300	2	4_4_t20	4
10429	276	round4_batch4_worker4	1312	2	4_4_t32	4
10430	276	round4_batch4_worker4	1299	0	4_4_t19	4
10431	276	round4_batch4_worker4	1291	2	4_4_t11	4
10432	276	round4_batch4_worker4	1296	2	4_4_t16	4
10433	276	round4_batch4_worker4	1307	0	4_4_t27	4
10434	276	round4_batch4_worker4	1311	0	4_4_t31	4
10435	276	round4_batch4_worker4	1322	1	4_4_t42	4
10436	276	round4_batch4_worker4	1295	2	4_4_t15	4
10437	276	round4_batch4_worker4	1280	2	4_4_t0	4
10438	276	round4_batch4_worker4	1292	0	4_4_t12	4
10439	276	round4_batch4_worker4	1286	0	4_4_t6	4
10440	276	round4_batch4_worker4	1293	1	4_4_t13	4
10441	276	round4_batch4_worker4	1306	2	4_4_t26	4
10442	276	round4_batch4_worker4	1315	2	4_4_t35	4
10443	276	round4_batch4_worker4	1284	0	4_4_t4	4
10444	276	round4_batch4_worker4	1323	0	4_4_t43	4
10445	276	round4_batch4_worker4	1302	0	4_4_t22	4
10446	276	round4_batch4_worker4	1282	2	4_4_t2	4
10447	276	round4_batch4_worker4	1287	2	4_4_t7	4
10448	276	round4_batch4_worker4	1310	1	4_4_t30	4
10449	276	round4_batch4_worker4	1316	2	4_4_t36	4
10450	276	round4_batch4_worker4	1309	0	4_4_t29	4
10451	276	round4_batch4_worker4	1294	0	4_4_t14	4
10452	276	round4_batch4_worker4	1308	2	4_4_t28	4
10453	276	round4_batch4_worker4	1317	2	4_4_t37	4
10454	276	round4_batch4_worker4	1297	2	4_4_t17	4
10455	276	round4_batch4_worker4	1289	2	4_4_t9	4
10456	276	round4_batch4_worker4	1314	1	4_4_t34	4
10457	276	round4_batch4_worker4	1301	2	4_4_t21	4
10458	276	round4_batch4_worker4	1319	0	4_4_t39	4
10459	276	round4_batch4_worker4	1305	2	4_4_t25	4
10460	276	round4_batch4_worker4	1290	1	4_4_t10	4
10461	276	round4_batch4_worker4	1313	2	4_4_t33	4
10462	276	round4_batch4_worker4	1324	0	4_4_t44	4
10463	276	round4_batch4_worker4	1303	1	4_4_t23	4
10464	276	round4_batch4_worker4	1320	1	4_4_t40	4
10465	277	round4_batch4_worker5	1297	1	4_4_t17	5
10466	277	round4_batch4_worker5	1288	1	4_4_t8	5
10467	277	round4_batch4_worker5	1317	2	4_4_t37	5
10468	277	round4_batch4_worker5	1290	1	4_4_t10	5
10469	277	round4_batch4_worker5	1281	0	4_4_t1	5
10470	277	round4_batch4_worker5	1315	2	4_4_t35	5
10471	277	round4_batch4_worker5	1289	2	4_4_t9	5
10472	277	round4_batch4_worker5	1322	1	4_4_t42	5
10473	277	round4_batch4_worker5	1304	2	4_4_t24	5
10474	277	round4_batch4_worker5	1295	1	4_4_t15	5
10475	277	round4_batch4_worker5	1309	0	4_4_t29	5
10476	277	round4_batch4_worker5	1300	2	4_4_t20	5
10477	277	round4_batch4_worker5	1303	2	4_4_t23	5
10478	277	round4_batch4_worker5	1287	2	4_4_t7	5
10479	277	round4_batch4_worker5	1299	0	4_4_t19	5
10480	277	round4_batch4_worker5	1320	2	4_4_t40	5
10481	277	round4_batch4_worker5	1285	1	4_4_t5	5
10482	277	round4_batch4_worker5	1283	1	4_4_t3	5
10483	277	round4_batch4_worker5	1314	1	4_4_t34	5
10484	277	round4_batch4_worker5	1306	1	4_4_t26	5
10485	277	round4_batch4_worker5	1292	0	4_4_t12	5
10486	277	round4_batch4_worker5	1291	1	4_4_t11	5
10487	277	round4_batch4_worker5	1319	0	4_4_t39	5
10488	277	round4_batch4_worker5	1284	0	4_4_t4	5
10489	277	round4_batch4_worker5	1307	0	4_4_t27	5
10490	277	round4_batch4_worker5	1321	2	4_4_t41	5
10491	277	round4_batch4_worker5	1316	2	4_4_t36	5
10492	277	round4_batch4_worker5	1293	1	4_4_t13	5
10493	277	round4_batch4_worker5	1312	1	4_4_t32	5
10494	277	round4_batch4_worker5	1296	2	4_4_t16	5
10495	277	round4_batch4_worker5	1294	1	4_4_t14	5
10496	277	round4_batch4_worker5	1310	1	4_4_t30	5
10497	277	round4_batch4_worker5	1280	2	4_4_t0	5
10498	277	round4_batch4_worker5	1301	2	4_4_t21	5
10499	277	round4_batch4_worker5	1311	2	4_4_t31	5
10500	277	round4_batch4_worker5	1305	2	4_4_t25	5
10501	277	round4_batch4_worker5	1298	2	4_4_t18	5
10502	277	round4_batch4_worker5	1286	0	4_4_t6	5
10503	277	round4_batch4_worker5	1302	0	4_4_t22	5
10504	277	round4_batch4_worker5	1313	2	4_4_t33	5
10505	277	round4_batch4_worker5	1282	1	4_4_t2	5
10506	277	round4_batch4_worker5	1318	1	4_4_t38	5
10507	277	round4_batch4_worker5	1324	0	4_4_t44	5
10508	277	round4_batch4_worker5	1323	2	4_4_t43	5
10509	277	round4_batch4_worker5	1308	2	4_4_t28	5
10510	278	round4_batch4_worker6	1285	1	4_4_t5	6
10511	278	round4_batch4_worker6	1298	2	4_4_t18	6
10512	278	round4_batch4_worker6	1314	1	4_4_t34	6
10513	278	round4_batch4_worker6	1317	2	4_4_t37	6
10514	278	round4_batch4_worker6	1315	2	4_4_t35	6
10515	278	round4_batch4_worker6	1321	1	4_4_t41	6
10516	278	round4_batch4_worker6	1282	2	4_4_t2	6
10517	278	round4_batch4_worker6	1320	2	4_4_t40	6
10518	278	round4_batch4_worker6	1289	2	4_4_t9	6
10519	278	round4_batch4_worker6	1283	1	4_4_t3	6
10520	278	round4_batch4_worker6	1286	0	4_4_t6	6
10521	278	round4_batch4_worker6	1304	2	4_4_t24	6
10522	278	round4_batch4_worker6	1319	0	4_4_t39	6
10523	278	round4_batch4_worker6	1299	0	4_4_t19	6
10524	278	round4_batch4_worker6	1295	1	4_4_t15	6
10525	278	round4_batch4_worker6	1293	1	4_4_t13	6
10526	278	round4_batch4_worker6	1290	1	4_4_t10	6
10527	278	round4_batch4_worker6	1303	2	4_4_t23	6
10528	278	round4_batch4_worker6	1281	1	4_4_t1	6
10529	278	round4_batch4_worker6	1318	1	4_4_t38	6
10530	278	round4_batch4_worker6	1307	0	4_4_t27	6
10531	278	round4_batch4_worker6	1300	2	4_4_t20	6
10532	278	round4_batch4_worker6	1296	2	4_4_t16	6
10533	278	round4_batch4_worker6	1311	2	4_4_t31	6
10534	278	round4_batch4_worker6	1308	2	4_4_t28	6
10535	278	round4_batch4_worker6	1301	1	4_4_t21	6
10536	278	round4_batch4_worker6	1288	1	4_4_t8	6
10537	278	round4_batch4_worker6	1292	1	4_4_t12	6
10538	278	round4_batch4_worker6	1316	1	4_4_t36	6
10539	278	round4_batch4_worker6	1306	2	4_4_t26	6
10540	278	round4_batch4_worker6	1323	1	4_4_t43	6
10541	278	round4_batch4_worker6	1280	2	4_4_t0	6
10542	278	round4_batch4_worker6	1324	0	4_4_t44	6
10543	278	round4_batch4_worker6	1310	0	4_4_t30	6
10544	278	round4_batch4_worker6	1297	1	4_4_t17	6
10545	278	round4_batch4_worker6	1294	1	4_4_t14	6
10546	278	round4_batch4_worker6	1284	1	4_4_t4	6
10547	278	round4_batch4_worker6	1312	1	4_4_t32	6
10548	278	round4_batch4_worker6	1309	0	4_4_t29	6
10549	278	round4_batch4_worker6	1287	2	4_4_t7	6
10550	278	round4_batch4_worker6	1313	1	4_4_t33	6
10551	278	round4_batch4_worker6	1291	2	4_4_t11	6
10552	278	round4_batch4_worker6	1302	0	4_4_t22	6
10553	278	round4_batch4_worker6	1322	1	4_4_t42	6
10554	278	round4_batch4_worker6	1305	2	4_4_t25	6
10555	279	round4_batch4_worker7	1286	0	4_4_t6	7
10556	279	round4_batch4_worker7	1303	1	4_4_t23	7
10557	279	round4_batch4_worker7	1319	0	4_4_t39	7
10558	279	round4_batch4_worker7	1311	1	4_4_t31	7
10559	279	round4_batch4_worker7	1285	1	4_4_t5	7
10560	279	round4_batch4_worker7	1322	1	4_4_t42	7
10561	279	round4_batch4_worker7	1312	2	4_4_t32	7
10562	279	round4_batch4_worker7	1299	0	4_4_t19	7
10563	279	round4_batch4_worker7	1292	0	4_4_t12	7
10564	279	round4_batch4_worker7	1296	2	4_4_t16	7
10565	279	round4_batch4_worker7	1300	2	4_4_t20	7
10566	279	round4_batch4_worker7	1324	0	4_4_t44	7
10567	279	round4_batch4_worker7	1307	0	4_4_t27	7
10568	279	round4_batch4_worker7	1297	1	4_4_t17	7
10569	279	round4_batch4_worker7	1294	2	4_4_t14	7
10570	279	round4_batch4_worker7	1289	1	4_4_t9	7
10571	279	round4_batch4_worker7	1288	0	4_4_t8	7
10572	279	round4_batch4_worker7	1320	2	4_4_t40	7
10573	279	round4_batch4_worker7	1284	1	4_4_t4	7
10574	279	round4_batch4_worker7	1280	1	4_4_t0	7
10575	279	round4_batch4_worker7	1304	2	4_4_t24	7
10576	279	round4_batch4_worker7	1315	2	4_4_t35	7
10577	279	round4_batch4_worker7	1293	1	4_4_t13	7
10578	279	round4_batch4_worker7	1308	1	4_4_t28	7
10579	279	round4_batch4_worker7	1321	1	4_4_t41	7
10580	279	round4_batch4_worker7	1282	2	4_4_t2	7
10581	279	round4_batch4_worker7	1305	1	4_4_t25	7
10582	279	round4_batch4_worker7	1314	1	4_4_t34	7
10583	279	round4_batch4_worker7	1281	1	4_4_t1	7
10584	279	round4_batch4_worker7	1317	1	4_4_t37	7
10585	279	round4_batch4_worker7	1309	0	4_4_t29	7
10586	279	round4_batch4_worker7	1316	1	4_4_t36	7
10587	279	round4_batch4_worker7	1323	1	4_4_t43	7
10588	279	round4_batch4_worker7	1298	2	4_4_t18	7
10589	279	round4_batch4_worker7	1310	1	4_4_t30	7
10590	279	round4_batch4_worker7	1287	1	4_4_t7	7
10591	279	round4_batch4_worker7	1306	1	4_4_t26	7
10592	279	round4_batch4_worker7	1290	1	4_4_t10	7
10593	279	round4_batch4_worker7	1301	1	4_4_t21	7
10594	279	round4_batch4_worker7	1302	0	4_4_t22	7
10595	279	round4_batch4_worker7	1318	1	4_4_t38	7
10596	279	round4_batch4_worker7	1313	1	4_4_t33	7
10597	279	round4_batch4_worker7	1283	1	4_4_t3	7
10598	279	round4_batch4_worker7	1295	1	4_4_t15	7
10599	279	round4_batch4_worker7	1291	1	4_4_t11	7
10600	280	round4_batch5_worker0	1343	1	4_5_t18	0
10601	280	round4_batch5_worker0	1354	1	4_5_t29	0
10602	280	round4_batch5_worker0	1350	0	4_5_t25	0
10603	280	round4_batch5_worker0	1338	0	4_5_t13	0
10604	280	round4_batch5_worker0	1341	0	4_5_t16	0
10605	280	round4_batch5_worker0	1357	0	4_5_t32	0
10606	280	round4_batch5_worker0	1368	2	4_5_t43	0
10607	280	round4_batch5_worker0	1337	1	4_5_t12	0
10608	280	round4_batch5_worker0	1367	1	4_5_t42	0
10609	280	round4_batch5_worker0	1364	1	4_5_t39	0
10610	280	round4_batch5_worker0	1355	1	4_5_t30	0
10611	280	round4_batch5_worker0	1348	1	4_5_t23	0
10612	280	round4_batch5_worker0	1342	0	4_5_t17	0
10613	280	round4_batch5_worker0	1361	1	4_5_t36	0
10614	280	round4_batch5_worker0	1346	2	4_5_t21	0
10615	280	round4_batch5_worker0	1333	2	4_5_t8	0
10616	280	round4_batch5_worker0	1326	2	4_5_t1	0
10617	280	round4_batch5_worker0	1363	2	4_5_t38	0
10618	280	round4_batch5_worker0	1340	1	4_5_t15	0
10619	280	round4_batch5_worker0	1330	2	4_5_t5	0
10620	280	round4_batch5_worker0	1332	2	4_5_t7	0
10621	280	round4_batch5_worker0	1334	1	4_5_t9	0
10622	280	round4_batch5_worker0	1327	1	4_5_t2	0
10623	280	round4_batch5_worker0	1358	2	4_5_t33	0
10624	280	round4_batch5_worker0	1351	2	4_5_t26	0
10625	280	round4_batch5_worker0	1360	1	4_5_t35	0
10626	280	round4_batch5_worker0	1336	1	4_5_t11	0
10627	280	round4_batch5_worker0	1347	2	4_5_t22	0
10628	280	round4_batch5_worker0	1352	2	4_5_t27	0
10629	280	round4_batch5_worker0	1344	2	4_5_t19	0
10630	280	round4_batch5_worker0	1349	0	4_5_t24	0
10631	280	round4_batch5_worker0	1331	2	4_5_t6	0
10632	280	round4_batch5_worker0	1345	0	4_5_t20	0
10633	280	round4_batch5_worker0	1359	1	4_5_t34	0
10634	280	round4_batch5_worker0	1325	1	4_5_t0	0
10635	280	round4_batch5_worker0	1356	2	4_5_t31	0
10636	280	round4_batch5_worker0	1328	2	4_5_t3	0
10637	280	round4_batch5_worker0	1339	0	4_5_t14	0
10638	280	round4_batch5_worker0	1362	0	4_5_t37	0
10639	280	round4_batch5_worker0	1369	1	4_5_t44	0
10640	280	round4_batch5_worker0	1366	2	4_5_t41	0
10641	280	round4_batch5_worker0	1329	2	4_5_t4	0
10642	280	round4_batch5_worker0	1365	0	4_5_t40	0
10643	280	round4_batch5_worker0	1353	0	4_5_t28	0
10644	280	round4_batch5_worker0	1335	0	4_5_t10	0
10645	281	round4_batch5_worker1	1349	1	4_5_t24	1
10646	281	round4_batch5_worker1	1355	2	4_5_t30	1
10647	281	round4_batch5_worker1	1359	1	4_5_t34	1
10648	281	round4_batch5_worker1	1329	1	4_5_t4	1
10649	281	round4_batch5_worker1	1356	1	4_5_t31	1
10650	281	round4_batch5_worker1	1343	1	4_5_t18	1
10651	281	round4_batch5_worker1	1326	0	4_5_t1	1
10652	281	round4_batch5_worker1	1364	0	4_5_t39	1
10653	281	round4_batch5_worker1	1352	2	4_5_t27	1
10654	281	round4_batch5_worker1	1339	0	4_5_t14	1
10655	281	round4_batch5_worker1	1334	0	4_5_t9	1
10656	281	round4_batch5_worker1	1353	1	4_5_t28	1
10657	281	round4_batch5_worker1	1362	0	4_5_t37	1
10658	281	round4_batch5_worker1	1365	1	4_5_t40	1
10659	281	round4_batch5_worker1	1346	2	4_5_t21	1
10660	281	round4_batch5_worker1	1333	2	4_5_t8	1
10661	281	round4_batch5_worker1	1337	2	4_5_t12	1
10662	281	round4_batch5_worker1	1344	0	4_5_t19	1
10663	281	round4_batch5_worker1	1331	1	4_5_t6	1
10664	281	round4_batch5_worker1	1336	1	4_5_t11	1
10665	281	round4_batch5_worker1	1332	1	4_5_t7	1
10666	281	round4_batch5_worker1	1340	2	4_5_t15	1
10667	281	round4_batch5_worker1	1348	2	4_5_t23	1
10668	281	round4_batch5_worker1	1330	2	4_5_t5	1
10669	281	round4_batch5_worker1	1342	0	4_5_t17	1
10670	281	round4_batch5_worker1	1360	1	4_5_t35	1
10671	281	round4_batch5_worker1	1363	1	4_5_t38	1
10672	281	round4_batch5_worker1	1357	1	4_5_t32	1
10673	281	round4_batch5_worker1	1368	2	4_5_t43	1
10674	281	round4_batch5_worker1	1354	2	4_5_t29	1
10675	281	round4_batch5_worker1	1366	2	4_5_t41	1
10676	281	round4_batch5_worker1	1327	1	4_5_t2	1
10677	281	round4_batch5_worker1	1347	2	4_5_t22	1
10678	281	round4_batch5_worker1	1350	1	4_5_t25	1
10679	281	round4_batch5_worker1	1361	0	4_5_t36	1
10680	281	round4_batch5_worker1	1369	0	4_5_t44	1
10681	281	round4_batch5_worker1	1335	0	4_5_t10	1
10682	281	round4_batch5_worker1	1341	0	4_5_t16	1
10683	281	round4_batch5_worker1	1338	1	4_5_t13	1
10684	281	round4_batch5_worker1	1351	2	4_5_t26	1
10685	281	round4_batch5_worker1	1358	2	4_5_t33	1
10686	281	round4_batch5_worker1	1328	0	4_5_t3	1
10687	281	round4_batch5_worker1	1325	2	4_5_t0	1
10688	281	round4_batch5_worker1	1367	2	4_5_t42	1
10689	281	round4_batch5_worker1	1345	0	4_5_t20	1
